subject,exp_org,exp_rev,image,label,category
52,"indoors, strings that produce sound, made of wood, hard to play","indoors, strings that produce sound, made of wood, hard to play",harp7.jpg,Harp,Artificial
52,"instrument, makes sound, glass, high pitch","instrument, makes sound, glass, high pitch",harp8.jpg,Harp,Artificial
53,"Traditional Chinese musical instrument, expensive and big","Traditional Chinese musical instrument, expensive and big",harp1.jpg,Harp,Artificial
53,"traditional Chinese musical instruments, very big and expensive","traditional Chinese musical instruments, very big and expensive",harp2.jpg,Harp,Artificial
53,"traditional Chinese musical instruments, very large, and expensive","traditional Chinese musical instruments, very large, and expensive",harp3.jpg,Harp,Artificial
53,"traditional Chinese musical instrument, very big and expensive","traditional Chinese musical instrument, very big and expensive",harp4.jpg,Harp,Artificial
53,"traditional Chinese musical instrument, big and expensive","traditional Chinese musical instrument, big and expensive",harp5.jpg,Harp,Artificial
53,"traditional Chinese musical instrument, very big and expensive","traditional Chinese musical instrument, very big and expensive",harp6.jpg,Harp,Artificial
53,a kind of musical instruments,a kind of musical instruments,harp7.jpg,Harp,Artificial
53,"traditional Chinese musical instrument, very big and expensive","traditional Chinese musical instrument, very big and expensive",harp8.jpg,Harp,Artificial
54,strings played by picking the strings,strings played by picking the strings,harp1.jpg,Harp,Artificial
54,"big strings attached, can be placed on the floor","big strings attached, can be placed on the floor",harp2.jpg,Harp,Artificial
54,"big strings attached, curve in the top","big strings attached, curve in the top",harp3.jpg,Harp,Artificial
54,"stings attached in a heart shape, big","stings attached in a heart shape, big",harp4.jpg,Harp,Artificial
54,"big strings attachd, the top has a curve","big strings attachd, the top has a curve",harp5.jpg,Harp,Artificial
54,heart with srtings and the shape is in a heart,heart with srtings and the shape is in a heart,harp6.jpg,Harp,Artificial
54,"big heart shape, strings","big heart shape, strings",harp7.jpg,Harp,Artificial
54,heart shape strings attached,heart shape strings attached,harp8.jpg,Harp,Artificial
55,"music instrument, has many strings","music instrument, has many strings",harp1.jpg,Harp,Artificial
55,"v-shaped music instrument, has many strings","v-shaped music instrument, has many strings",harp2.jpg,Harp,Artificial
55,"music instrument, has many strings","music instrument, has many strings",harp3.jpg,Harp,Artificial
55,"v shape music instrument, has many strings","v shape music instrument, has many strings",harp4.jpg,Harp,Artificial
55,"music instrument, used in music concert, has strings","music instrument, used in music concert, has strings",harp5.jpg,Harp,Artificial
55,"music instrument, has many strings","music instrument, has many strings",harp6.jpg,Harp,Artificial
55,"music instrument, has many strings, v shape","music instrument, has many strings, v shape",harp7.jpg,Harp,Artificial
55,"music instrument, has many strings","music instrument, has many strings",harp8.jpg,Harp,Artificial
56,"used to play music by hands, has strings","used to play music by hands, has strings",harp1.jpg,Harp,Artificial
56,"play music, with strings, stand, triangular, with curves","play music, with strings, stand, triangular, with curves",harp2.jpg,Harp,Artificial
56,"play music, triangular, with some curves, wired strings","play music, triangular, with some curves, wired strings",harp3.jpg,Harp,Artificial
56,"strings, triangular, with curves, standing, for people to play music","strings, triangular, with curves, standing, for people to play music",harp4.jpg,Harp,Artificial
56,"triangular, music, has strings","triangular, music, has strings",harp5.jpg,Harp,Artificial
56,"strings, triangular, with curves, stand, play music","strings, triangular, with curves, stand, play music",harp6.jpg,Harp,Artificial
56,"has strings, used to play music, usually standing, triangular, with curves","has strings, used to play music, usually standing, triangular, with curves",harp7.jpg,Harp,Artificial
56,"strings, standing, triangular, with curves","strings, standing, triangular, with curves",harp8.jpg,Harp,Artificial
57,thin strings along a row. Fingers touching the strings.,thin strings along a row. Fingers touching the strings.,harp1.jpg,Harp,Artificial
57,"triangular in shape, with curves. A row of long strings within the triangle.","triangular in shape, with curves. A row of long strings within the triangle.",harp2.jpg,Harp,Artificial
57,"triangular shape with curves. brown outline with long, thin white strands inside the triangle.","triangular shape with curves. brown outline with long, thin white strands inside the triangle.",harp3.jpg,Harp,Artificial
57,brown and triangular with a row of long thin strings,brown and triangular with a row of long thin strings,harp4.jpg,Harp,Artificial
57,long thin strings forming a triangle like shape. hands touching the strings,long thin strings forming a triangle like shape. hands touching the strings,harp5.jpg,Harp,Artificial
57,golden and triangular. A row of long thin strings. curved on the top.,golden and triangular. A row of long thin strings. curved on the top.,harp6.jpg,Harp,Artificial
57,triangular shape with curves. brown outline with long thin strings inside the triangle.,triangular shape with curves. brown outline with long thin strings inside the triangle.,harp7.jpg,Harp,Artificial
57,triangle with a grey border and a row of thin long strings.,triangle with a grey border and a row of thin long strings.,harp8.jpg,Harp,Artificial
58,"strings, fingers playing string","strings, fingers playing string",harp1.jpg,Harp,Artificial
58,traingle shaped frame with many strings,traingle shaped frame with many strings,harp2.jpg,Harp,Artificial
58,triangular frame with many strings,triangular frame with many strings,harp3.jpg,Harp,Artificial
58,triangular shaped frame with many strings,triangular shaped frame with many strings,harp4.jpg,Harp,Artificial
58,"strings, triangle shaped frame","strings, triangle shaped frame",harp6.jpg,Harp,Artificial
58,traingle shaped frame with many strings,traingle shaped frame with many strings,harp7.jpg,Harp,Artificial
58,strings on a triangular shaped frame,strings on a triangular shaped frame,harp8.jpg,Harp,Artificial
59,an instrument with a lot of vertical strings,an instrument with a lot of vertical strings,harp1.jpg,Harp,Artificial
59,"with a lot of strings and pedals, stand on the floor, very big, triangle shaped with a little curve on the top","with a lot of strings and pedals, stand on the floor, very big, triangle shaped with a little curve on the top",harp2.jpg,Harp,Artificial
59,an instrument with a lot of vertical strings,an instrument with a lot of vertical strings,harp3.jpg,Harp,Artificial
59,"an instrument that is really large, standing on floor with a lot of strings","an instrument that is really large, standing on floor with a lot of strings",harp4.jpg,Harp,Artificial
59,an instrument with a lot of vertical strings,an instrument with a lot of vertical strings,harp5.jpg,Harp,Artificial
59,an instrument standing on the floor with many strings vertically,an instrument standing on the floor with many strings vertically,harp6.jpg,Harp,Artificial
59,a triangle shaped instrument with a lot of vertical strings,a triangle shaped instrument with a lot of vertical strings,harp7.jpg,Harp,Artificial
59,a triangle instrument that is standing on the floor with many vertical strings,a triangle instrument that is standing on the floor with many vertical strings,harp8.jpg,Harp,Artificial
60,a tall musical instrument with strings from to to bottom,a tall musical instrument with strings from to to bottom,harp1.jpg,Harp,Artificial
60,a tall musical instrument with strings from top to bottom,a tall musical instrument with strings from top to bottom,harp2.jpg,Harp,Artificial
60,a tall musical instrument with strings from up to down,a tall musical instrument with strings from up to down,harp3.jpg,Harp,Artificial
60,a tall musical instrument with to to bottom strings,a tall musical instrument with to to bottom strings,harp4.jpg,Harp,Artificial
60,a tall musical instrument with strings from top to bottom,a tall musical instrument with strings from top to bottom,harp5.jpg,Harp,Artificial
60,a tall musical instrument with strings from top to bottom,a tall musical instrument with strings from top to bottom,harp6.jpg,Harp,Artificial
60,a music instrument with strings,a music instrument with strings,harp7.jpg,Harp,Artificial
60,a tall muscial instrument with strings from top to bottom,a tall muscial instrument with strings from top to bottom,harp8.jpg,Harp,Artificial
61,a music instrument for people to play classical music,a music instrument for people to play classical music,harp1.jpg,Harp,Artificial
61,"music instrument, can be played to make classical music","music instrument, can be played to make classical music",harp2.jpg,Harp,Artificial
61,an instrument can play classical music.,an instrument can play classical music.,harp3.jpg,Harp,Artificial
61,"an instrument played in the store, can play music","an instrument played in the store, can play music",harp4.jpg,Harp,Artificial
61,"an instrument that a man is playing, can play classical music","an instrument that a man is playing, can play classical music",harp5.jpg,Harp,Artificial
61,an instrument can be used to play classical music,an instrument can be used to play classical music,harp6.jpg,Harp,Artificial
61,an instrument can be played classical music,an instrument can be played classical music,harp7.jpg,Harp,Artificial
61,an instrument can be used to play classical music,an instrument can be used to play classical music,harp8.jpg,Harp,Artificial
62,"triangular wood with strings on it, we use fingers to play the strings to produce music","triangular wood with strings on it, we use fingers to play the strings to produce music",harp1.jpg,Harp,Artificial
62,"large musical instrument, triangle wood connected by strings, move the strings to produce music","large musical instrument, triangle wood connected by strings, move the strings to produce music",harp2.jpg,Harp,Artificial
62,"a triangular wood connected with a lot of strings, use fingers to play the strings to produce music","a triangular wood connected with a lot of strings, use fingers to play the strings to produce music",harp3.jpg,Harp,Artificial
62,"large as a person, triangular wood connected with strings, move the strings to produce music","large as a person, triangular wood connected with strings, move the strings to produce music",harp4.jpg,Harp,Artificial
62,"triangular wood, as large as a person, with strings on it, finger play the strings to produce sound","triangular wood, as large as a person, with strings on it, finger play the strings to produce sound",harp5.jpg,Harp,Artificial
62,"large triangular wood connect by strings, we move the strings with fingers to produce music","large triangular wood connect by strings, we move the strings with fingers to produce music",harp6.jpg,Harp,Artificial
62,"triangular wood, as big as a person, wood connected by strings, fingers pull the strings to produce music","triangular wood, as big as a person, wood connected by strings, fingers pull the strings to produce music",harp7.jpg,Harp,Artificial
62,"triangular metals connected by strings, move the strings to produce music","triangular metals connected by strings, move the strings to produce music",harp8.jpg,Harp,Artificial
63,an instrument with many strings,an instrument with many strings,harp1.jpg,Harp,Artificial
63,an instrument with many strings,an instrument with many strings,harp2.jpg,Harp,Artificial
63,an instrument with many strings,an instrument with many strings,harp3.jpg,Harp,Artificial
63,an instrument with many strings,an instrument with many strings,harp4.jpg,Harp,Artificial
63,an instrument with many strings,an instrument with many strings,harp5.jpg,Harp,Artificial
63,an instrument with many strings,an instrument with many strings,harp6.jpg,Harp,Artificial
63,an instrument with many strings,an instrument with many strings,harp7.jpg,Harp,Artificial
63,an instrument with many strings,an instrument with many strings,harp8.jpg,Harp,Artificial
64,String musical instrument. A large one that normally sits on the floor,String musical instrument. A large one that normally sits on the floor,harp1.jpg,Harp,Artificial
64,Large string musical instrument. Normally sitting on the floor. Play with fingers,Large string musical instrument. Normally sitting on the floor. Play with fingers,harp2.jpg,Harp,Artificial
64,String musical intrument. Large one that must be sitting on the floor. Play with fingers,String musical intrument. Large one that must be sitting on the floor. Play with fingers,harp3.jpg,Harp,Artificial
64,Musical instrument. A large string one. playing with fingers,Musical instrument. A large string one. playing with fingers,harp4.jpg,Harp,Artificial
64,Musical string instrument. A large one. We play it using fingers,Musical string instrument. A large one. We play it using fingers,harp5.jpg,Harp,Artificial
64,string muscial instrument. large one sitting on the floor. play using fingers,string muscial instrument. large one sitting on the floor. play using fingers,harp6.jpg,Harp,Artificial
64,Large string muscial instrument. Sitting on the floor,Large string muscial instrument. Sitting on the floor,harp7.jpg,Harp,Artificial
64,string musical instrument. play with fingers. a large one sitting on the floor,string musical instrument. play with fingers. a large one sitting on the floor,harp8.jpg,Harp,Artificial
65,"instrument, you play it with fingers. usually we see it in the wedding","instrument, you play it with fingers. usually we see it in the wedding",harp1.jpg,Harp,Artificial
65,"play it in the wedding, an instrument with beautiful sound","play it in the wedding, an instrument with beautiful sound",harp2.jpg,Harp,Artificial
65,"instrument, usually used for wedding","instrument, usually used for wedding",harp3.jpg,Harp,Artificial
65,"play it in the wedding, it's an instrument with beautiful sound","play it in the wedding, it's an instrument with beautiful sound",harp4.jpg,Harp,Artificial
65,"instrument, usually we see people playing it in the wedding.","instrument, usually we see people playing it in the wedding.",harp5.jpg,Harp,Artificial
65,instrument that we usually play in the wedding,instrument that we usually play in the wedding,harp6.jpg,Harp,Artificial
65,"instrument, usually play it in the wedding","instrument, usually play it in the wedding",harp7.jpg,Harp,Artificial
65,"instrument, usually we use it in wedding","instrument, usually we use it in wedding",harp8.jpg,Harp,Artificial
66,"a instrument, people can move its strings with hands, many strings within a hard frame","a instrument, people can move its strings with hands, many strings within a hard frame",harp1.jpg,Harp,Artificial
66,three strings frame with multiple strings within,three strings frame with multiple strings within,harp2.jpg,Harp,Artificial
66,"with many strings in a hard, stable frame, three strings of frame","with many strings in a hard, stable frame, three strings of frame",harp3.jpg,Harp,Artificial
66,"a piece with three lines, strings and rings within the frame","a piece with three lines, strings and rings within the frame",harp4.jpg,Harp,Artificial
66,a three frames piece with mulitple strings within,a three frames piece with mulitple strings within,harp5.jpg,Harp,Artificial
66,three string frames and multiple strings within,three string frames and multiple strings within,harp6.jpg,Harp,Artificial
66,"three strings of frame, strings stapled within the frame","three strings of frame, strings stapled within the frame",harp7.jpg,Harp,Artificial
66,three frames and many strings inside,three frames and many strings inside,harp8.jpg,Harp,Artificial
67,musical instruments with multiple strings,musical instruments with multiple strings,harp1.jpg,Harp,Artificial
67,musical instrument with strings,musical instrument with strings,harp2.jpg,Harp,Artificial
67,musical instrument with many strings,musical instrument with many strings,harp3.jpg,Harp,Artificial
67,musical instrument with strings,musical instrument with strings,harp4.jpg,Harp,Artificial
67,musical instrument with many strings,musical instrument with many strings,harp5.jpg,Harp,Artificial
67,musical instrument with many strings,musical instrument with many strings,harp6.jpg,Harp,Artificial
67,musical instrument with many strings,musical instrument with many strings,harp7.jpg,Harp,Artificial
67,musical instrument with many strings,musical instrument with many strings,harp8.jpg,Harp,Artificial
68,"traditional western musical instrument, many string, placed vertically, large","traditional western musical instrument, many string, placed vertically, large",harp1.jpg,Harp,Artificial
68,"a musical instrument, tradional western one, large, vertically placed, with many strings, finger picking","a musical instrument, tradional western one, large, vertically placed, with many strings, finger picking",harp2.jpg,Harp,Artificial
68,"traditional western musical instrument, very large, many strings","traditional western musical instrument, very large, many strings",harp3.jpg,Harp,Artificial
68,"traditional western musical instrument, very large, many string, use fingers to play","traditional western musical instrument, very large, many string, use fingers to play",harp4.jpg,Harp,Artificial
68,"traditional western musical instrument, vertically placed, many strings, very large","traditional western musical instrument, vertically placed, many strings, very large",harp5.jpg,Harp,Artificial
68,"traditional western musical instrument, finger picking","traditional western musical instrument, finger picking",harp6.jpg,Harp,Artificial
68,"traditional western musical instrument, very large, placed vertically, with string","traditional western musical instrument, very large, placed vertically, with string",harp7.jpg,Harp,Artificial
68,traditional western musical instrument,traditional western musical instrument,harp8.jpg,Harp,Artificial
7,it's brown in colour and has triangular ears and long face with hair on its neck,it's brown in colour and has triangular ears and long face with hair on its neck,horse1.jpg,Horse,Natural
7,it has four legs and is running with a long face and hair on its neck,it has four legs and is running with a long face and hair on its neck,horse2.jpg,Horse,Natural
7,it has long face with triangular ears and hair on their neck,it has long face with triangular ears and hair on their neck,horse3.jpg,Horse,Natural
7,it is brown in colour and has four legs with long neck and head,it is brown in colour and has four legs with long neck and head,horse4.jpg,Horse,Natural
7,it has four legs and is brown in colour with a long face and hair on its neck,it has four legs and is brown in colour with a long face and hair on its neck,horse5.jpg,Horse,Natural
7,it is brown in colour and has four legs with long neck and head and hairy tail and hair on its neck,it is brown in colour and has four legs with long neck and head and hairy tail and hair on its neck,horse6.jpg,Horse,Natural
7,it has a long face and a hair neck with triangle ears,it has a long face and a hair neck with triangle ears,horse7.jpg,Horse,Natural
7,it has a long face and neck with hair on its neck,it has a long face and neck with hair on its neck,horse8.jpg,Horse,Natural
8,"long body, 4 legged","long body, four legged",horse1.jpg,Horse,Natural
8,"running, large body, 4 legged","running, large body, four legged",horse2.jpg,Horse,Natural
8,"4 legged animal, large body, can ride","four legged animal, large body, can ride",horse3.jpg,Horse,Natural
8,"4 legged, large animal","four legged, large animal",horse4.jpg,Horse,Natural
8,"4 legs, long tail, often running","four legs, long tail, often running",horse5.jpg,Horse,Natural
8,"4 legged animal, long tail, neck longer than cows but shorter than giraffes","four legged animal, long tail, neck longer than cows but shorter than giraffes",horse6.jpg,Horse,Natural
8,"large body, 4 legged, hair running down from head to neck","large body, four legged, hair running down from head to neck",horse7.jpg,Horse,Natural
8,"large body, medium long neck with black hair","large body, medium long neck with black hair",horse8.jpg,Horse,Natural
9,it is an animal. it has short pointy ears. its eyes are big. it runs fast.,it is an animal. it has short pointy ears. its eyes are big. it runs fast.,horse1.jpg,Horse,Natural
9,it is an animal. it has four legs. it runs fast. it is brown in colour.,it is an animal. it has four legs. it runs fast. it is brown in colour.,horse2.jpg,Horse,Natural
9,it has white and brown in colour. it is animal,it has white and brown in colour. it is animal,horse3.jpg,Horse,Natural
9,it is brown. it is taller than a man. it runs fast.,it is brown. it is taller than a man. it runs fast.,horse4.jpg,Horse,Natural
9,"it has different sizes, some are larger, some are smaller. they can live under cold weather as their fur is quite thick","it has different sizes, some are larger, some are smaller. they can live under cold weather as their fur is quite thick",horse5.jpg,Horse,Natural
9,it eats grass.,it eats grass.,horse6.jpg,Horse,Natural
9,It has 4 legs. It has long fur in the forehead,It has four legs. It has long fur in the forehead,horse7.jpg,Horse,Natural
9,It can be used in racing. It can be trained to run very fast.,It can be used in racing. It can be trained to run very fast.,horse8.jpg,Horse,Natural
10,a mammal with four long legs,a mammal with four long legs,horse1.jpg,Horse,Natural
10,"a mammal with four legs , running fast","a mammal with four legs , running fast",horse2.jpg,Horse,Natural
10,a mammal with long legs and long face,a mammal with long legs and long face,horse3.jpg,Horse,Natural
10,"animal, four legs, long face","animal, four legs, long face",horse4.jpg,Horse,Natural
10,"four legs, long face","four legs, long face",horse5.jpg,Horse,Natural
10,animal with long legs and face,animal with long legs and face,horse6.jpg,Horse,Natural
10,a four-legged animal with long limbs,a four-legged animal with long limbs,horse7.jpg,Horse,Natural
10,an animal with four long legs and flat back,an animal with four long legs and flat back,horse8.jpg,Horse,Natural
11,a kind of animal that can attend competition,a kind of animal that can attend competition,horse1.jpg,Horse,Natural
11,a kind of animal with four legs,a kind of animal with four legs,horse2.jpg,Horse,Natural
11,"an animal, live in the grass land","an animal, live in the grass land",horse3.jpg,Horse,Natural
11,an animal that eat grass,an animal that eat grass,horse4.jpg,Horse,Natural
11,a kind of beautiful animal with four legs,a kind of beautiful animal with four legs,horse5.jpg,Horse,Natural
11,an animal living on the grassland,an animal living on the grassland,horse6.jpg,Horse,Natural
11,a kind of beautiful animal with nice fur,a kind of beautiful animal with nice fur,horse7.jpg,Horse,Natural
11,this animal can drive people for a long distance,this animal can drive people for a long distance,horse8.jpg,Horse,Natural
12,"four legs, to ride","four legs, to ride",horse1.jpg,Horse,Natural
12,"two legs animal, to ride","two legs animal, to ride",horse2.jpg,Horse,Natural
12,two legs animal to ride,two legs animal to ride,horse3.jpg,Horse,Natural
12,two legs animal to ride,two legs animal to ride,horse4.jpg,Horse,Natural
12,two legs animal to ride,two legs animal to ride,horse5.jpg,Horse,Natural
12,two legs animal to ride,two legs animal to ride,horse6.jpg,Horse,Natural
12,two legs animal to ride,two legs animal to ride,horse7.jpg,Horse,Natural
12,two legs animal to ride,two legs animal to ride,horse8.jpg,Horse,Natural
13,"long face, animal, eyes are in each side of face","long face, animal, eyes are in each side of face",horse1.jpg,Horse,Natural
13,"animal, run fast, 4 legs, long tail","animal, run fast, four legs, long tail",horse2.jpg,Horse,Natural
13,"animal, eat grass, long face and tail, people can ride them","animal, eat grass, long face and tail, people can ride them",horse3.jpg,Horse,Natural
13,"run fast, 4 legs, transportation","run fast, four legs, transportation",horse4.jpg,Horse,Natural
13,"animals, run fast, 4 legs, long face, people can ride them","animals, run fast, four legs, long face, people can ride them",horse5.jpg,Horse,Natural
13,"lang tail, 4 legs, eat grass","lang tail, four legs, eat grass",horse6.jpg,Horse,Natural
13,"animal, long face, run fast, people can ride it","animal, long face, run fast, people can ride it",horse7.jpg,Horse,Natural
13,"people can ride it, animal, long face","people can ride it, animal, long face",horse8.jpg,Horse,Natural
14,in a wooden circular place. long neck,in a wooden circular place. long neck,horse1.jpg,Horse,Natural
14,on a grassland. four legs. run,on a grassland. four legs. run,horse2.jpg,Horse,Natural
14,in a farm.,in a farm.,horse3.jpg,Horse,Natural
14,four legs. on a land,four legs. on a land,horse4.jpg,Horse,Natural
14,four legs. running on a snowy land,four legs. running on a snowy land,horse5.jpg,Horse,Natural
14,on a grassland. muscle,on a grassland. muscle,horse6.jpg,Horse,Natural
14,live in a farm. long neck,live in a farm. long neck,horse7.jpg,Horse,Natural
14,on a parade. human rides it,on a parade. human rides it,horse8.jpg,Horse,Natural
15,it is a brown animal with long face,it is a brown animal with long face,horse1.jpg,Horse,Natural
15,it is in brown with four legs. it is running,it is in brown with four legs. it is running,horse2.jpg,Horse,Natural
15,it has long face and long ears,it has long face and long ears,horse3.jpg,Horse,Natural
15,it i s brown and has four legs and long face,it i s brown and has four legs and long face,horse4.jpg,Horse,Natural
15,it is brown has four legs and long tail,it is brown has four legs and long tail,horse5.jpg,Horse,Natural
15,it has long face and neck and four legs. brown in clour,it has long face and neck and four legs. brown in clour,horse6.jpg,Horse,Natural
15,it has long face and it is usually brown in colour,it has long face and it is usually brown in colour,horse7.jpg,Horse,Natural
15,it has long face and is used for pulling things,it has long face and is used for pulling things,horse8.jpg,Horse,Natural
16,"brown, eyes, ears and nose on its head, black fur on back and neck","brown, eyes, ears and nose on its head, black fur on back and neck",horse1.jpg,Horse,Natural
16,"running on 4 legs, tail, one color","running on four legs, tail, one color",horse2.jpg,Horse,Natural
16,"eyes, head, fur, one colour only","eyes, head, fur, one colour only",horse3.jpg,Horse,Natural
16,"next to grass, seems eating, brown, 4 legs","next to grass, seems eating, brown, four legs",horse4.jpg,Horse,Natural
16,"brown, four legs, fur","brown, four legs, fur",horse5.jpg,Horse,Natural
16,"eating grass, 4 legs, brown","eating grass, four legs, brown",horse6.jpg,Horse,Natural
16,"fur, brown, on 4 legs","fur, brown, on four legs",horse7.jpg,Horse,Natural
16,"decorations and accessories on its head, ears, on legs","decorations and accessories on its head, ears, on legs",horse8.jpg,Horse,Natural
17,brown animal with protruding face. hair on the neck.,brown animal with protruding face. hair on the neck.,horse1.jpg,Horse,Natural
17,big animal with hair on neck. 4 legged and likes running. protruding face.,big animal with hair on neck. four legged and likes running. protruding face.,horse2.jpg,Horse,Natural
17,animal with long neck and protruding face. small ears and moderate body size.,animal with long neck and protruding face. small ears and moderate body size.,horse3.jpg,Horse,Natural
17,4 legged animal with protruding face. brown.,four legged animal with protruding face. brown.,horse4.jpg,Horse,Natural
17,brown color with hair on top of head and neck. long tail. likes running.,brown color with hair on top of head and neck. long tail. likes running.,horse5.jpg,Horse,Natural
17,brown. 4 legged with tail. eating grass. protruding face with a rein.,brown. four legged with tail. eating grass. protruding face with a rein.,horse6.jpg,Horse,Natural
17,big animal with 4 legs. brown and has hairs on top of head and the neck. face is protruding out.,big animal with four legs. brown and has hairs on top of head and the neck. face is protruding out.,horse7.jpg,Horse,Natural
17,"brown in color, with black mane on the neck region. Rein is placed on it and may help pulling something.","brown in color, with black mane on the neck region. Rein is placed on it and may help pulling something.",horse8.jpg,Horse,Natural
18,can run very fast.,can run very fast.,horse1.jpg,Horse,Natural
18,has long tail and has four legs. they can run really fast. legs are quite skinny.,has long tail and has four legs. they can run really fast. legs are quite skinny.,horse2.jpg,Horse,Natural
18,some has white colored fur has long and big mouth.,some has white colored fur has long and big mouth.,horse3.jpg,Horse,Natural
18,has 4 skinny legs and long tail.,has four skinny legs and long tail.,horse4.jpg,Horse,Natural
18,has 4 legs and long tail. can run fast.,has four legs and long tail. can run fast.,horse5.jpg,Horse,Natural
18,has long tails and 4 skinny legs.,has long tails and four skinny legs.,horse6.jpg,Horse,Natural
18,has four legs. mostly have brown body color. has two small ears and big mouth.,has four legs. mostly have brown body color. has two small ears and big mouth.,horse7.jpg,Horse,Natural
18,has 4 legs and can run fast.,has four legs and can run fast.,horse8.jpg,Horse,Natural
19,brown animal with long neck,brown animal with long neck,horse1.jpg,Horse,Natural
19,brown animal with long body and neck,brown animal with long body and neck,horse2.jpg,Horse,Natural
19,brown or white animal with long neck,brown or white animal with long neck,horse3.jpg,Horse,Natural
19,"long body and neck, brown coloured","long body and neck, brown coloured",horse4.jpg,Horse,Natural
19,brown animal with four legs and long neck,brown animal with four legs and long neck,horse5.jpg,Horse,Natural
19,"long body, brown colour","long body, brown colour",horse6.jpg,Horse,Natural
19,brown coloured animal with long neck,brown coloured animal with long neck,horse7.jpg,Horse,Natural
19,"large animal with long neck, brown colour","large animal with long neck, brown colour",horse8.jpg,Horse,Natural
20,"an animal that usually people can ride on it, runs very fast, have a long face and 4 legs","an animal that usually people can ride on it, runs very fast, have a long face and four legs",horse1.jpg,Horse,Natural
20,"animal live on the land with 4 legs, can run very fast","animal live on the land with four legs, can run very fast",horse2.jpg,Horse,Natural
20,"animals with long face, 4 legs, can run very fast, people can ride on it","animals with long face, four legs, can run very fast, people can ride on it",horse3.jpg,Horse,Natural
20,"animal, with long face, 4 legs, can run very fast","animal, with long face, four legs, can run very fast",horse4.jpg,Horse,Natural
20,"animal that can run very fast, long face, muscular body","animal that can run very fast, long face, muscular body",horse5.jpg,Horse,Natural
20,"animal, long face, 4 legs wth tails, run very fast","animal, long face, four legs wth tails, run very fast",horse6.jpg,Horse,Natural
20,"an animal that with long face, 4 legs, tail, run very fast, people can ride on it","an animal that with long face, four legs, tail, run very fast, people can ride on it",horse7.jpg,Horse,Natural
20,"an animal withh 4 legs, long face, people can ride on it","an animal withh four legs, long face, people can ride on it",horse8.jpg,Horse,Natural
21,for ride,for ride,horse1.jpg,Horse,Natural
21,"4 legs, for ride","four legs, for ride",horse2.jpg,Horse,Natural
21,"4 legs, for ride","four legs, for ride",horse3.jpg,Horse,Natural
21,brown animal with 4 legs,brown animal with four legs,horse4.jpg,Horse,Natural
21,"4 legs, for ride","four legs, for ride",horse5.jpg,Horse,Natural
21,brown 4 legged animal,brown four legged animal,horse6.jpg,Horse,Natural
21,with 4 legs for people to ride on,with four legs for people to ride on,horse7.jpg,Horse,Natural
21,"4 legs, people could ride on","four legs, people could ride on",horse8.jpg,Horse,Natural
22,it has a long head with two pointy ears,it has a long head with two pointy ears,horse1.jpg,Horse,Natural
22,it has a long head with four running legs,it has a long head with four running legs,horse2.jpg,Horse,Natural
22,it has a long head with pointy ears,it has a long head with pointy ears,horse3.jpg,Horse,Natural
22,"the body of this animal is firm and hair is smooth, it has a long head too","the body of this animal is firm and hair is smooth, it has a long head too",horse4.jpg,Horse,Natural
22,it has four legs with two pointy ears. the way it runs resembles a horse,it has four legs with two pointy ears. the way it runs resembles a horse,horse5.jpg,Horse,Natural
22,it has a long neck and head with a long hairy tail,it has a long neck and head with a long hairy tail,horse6.jpg,Horse,Natural
22,it has a pointed head with nose facing forward. it lives in a barn,it has a pointed head with nose facing forward. it lives in a barn,horse7.jpg,Horse,Natural
22,it has a long head with eyes on the side. Also it has hair behind its head,it has a long head with eyes on the side. Also it has hair behind its head,horse8.jpg,Horse,Natural
23,"an animal trapped in a farm, with long face and strong muscle","an animal trapped in a farm, with long face and strong muscle",horse1.jpg,Horse,Natural
23,"an animal with 4 long legs, and long face, with strong muscle, and runinng on the grass","an animal with four long legs, and long face, with strong muscle, and runinng on the grass",horse2.jpg,Horse,Natural
23,"keep in a farm, an animal with long face","keep in a farm, an animal with long face",horse3.jpg,Horse,Natural
23,"an animal with four limbs and long faces, with strong muscles, eating grass","an animal with four limbs and long faces, with strong muscles, eating grass",horse4.jpg,Horse,Natural
23,"animal with four legs, long face, running on the snow","animal with four legs, long face, running on the snow",horse5.jpg,Horse,Natural
23,"an animal with four legs and long face, like to eat grass, with strong muscle","an animal with four legs and long face, like to eat grass, with strong muscle",horse6.jpg,Horse,Natural
23,animal with long face and furry hair on its back,animal with long face and furry hair on its back,horse7.jpg,Horse,Natural
23,"an animal with long face and fur on its back, in gears for horse racing","an animal with long face and fur on its back, in gears for horse racing",horse8.jpg,Horse,Natural
24,"ride them, animal, usually black or yellow color","ride them, animal, usually black or yellow color",horse1.jpg,Horse,Natural
24,"run fast, animal with four legs, can ride","run fast, animal with four legs, can ride",horse2.jpg,Horse,Natural
24,"animals, run fast, can ride","animals, run fast, can ride",horse3.jpg,Horse,Natural
24,"animal, run fast, can ride","animal, run fast, can ride",horse4.jpg,Horse,Natural
24,"animal, run fast, has four legs","animal, run fast, has four legs",horse5.jpg,Horse,Natural
24,"animal, run fast, can ride","animal, run fast, can ride",horse6.jpg,Horse,Natural
24,"animal, run fast, can ride","animal, run fast, can ride",horse7.jpg,Horse,Natural
24,"animal, run fast, can ride","animal, run fast, can ride",horse8.jpg,Horse,Natural
